AIO,KAIO,Municipal,41.4,-95.01667,1250,,America/Chicago,AIO,US,Atlantic,Iowa,Cass County,AP
AIV,KAIV,George Downer,33.13333,-88.15,269,,America/Chicago,AIV,US,Aliceville,Alabama,Pickens County,AP
AIY,,Bader Field,39.3859082,-74.4254622,-3,,America/New_York,AIY,US,,,,AP
AIZ,KAIZ,Lee C Fine Memorial,38.0924572,-92.55351790002943,889,,America/Chicago,AIZ,US,,,,AP
AKB,PAAK,Atka,52.222215250000005,-174.2066819239687,29,,America/Adak,AKB,US,,,,AP
AKC,KAKR,Fulton International,41.04,-81.46778,1010,,America/New_York,CAK,US,Sawyerwood,Ohio,Summit County,AP
AKI,PFAK,Akiak,60.9052437,-161.2268225,62,,America/Anchorage,AKI,US,,,,AP
AKK,PAKH,Akhiok SPB,56.944443,-154.16667,0,,America/Anchorage,AKK,US,,,,AP
AKN,PAKN,King Salmon Airport,58.6753166,-156.6493870251819,26,,America/Anchorage,AKN,US,,,,AP
AKO,KAKO,Colorado Plains Regional Airport,40.17740845,-103.22743550494955,4655,http://www.co.washington.co.us/airport.htm,America/Denver,AKO,US,Akron,Colorado,Washington County,AP
AKP,PAKP,Anaktuvuk,68.13254385,-151.7456225471328,2335,,America/Anchorage,AKP,US,,,,AP
ALB,KALB,Albany International Airport,42.7457516,-73.8092091,301,http://www.albanyairport.com/,America/New_York,ALB,US,Colonie,New York,Albany County,AP
ALE,,Alpine,30.416668,-103.75,5055,http://www.ci.alpine.tx.us/airport.shtml,America/Chicago,ALE,US,Alpine,Texas,Brewster County,AP
ALI,KALI,International,27.75,-98.066666,193,,America/Chicago,ALI,US,Alice,Texas,Jim Wells County,AP
ALM,KALM,Municipal,32.845833,-105.985275,4206,,America/Denver,ALM,US,Boles Acres,New Mexico,Otero County,AP
ALN,KALN,Alton,38.891666,-90.04833,515,,America/Chicago,ALN,US,Bethalto,Illinois,Madison County,AP
ALO,KALO,Waterloo Airport,42.55611,-92.39972,872,,America/Chicago,ALO,US,Cedar Falls,Iowa,Black Hawk County,AP
ALS,KALS,Alamosa Municipal Airport,37.43667,-105.86667,7519,https://www.sanluisvalleyairport.org/,America/Denver,ALS,US,Alamosa,Colorado,Alamosa County,AP
ALW,KALW,Walla Walla Airport,46.094085699999994,-118.29114232396819,1138,,America/Los_Angeles,ALW,US,Walla Walla East,Washington,Walla Walla County,AP
ALX,KALX,Thomas C Russell Field,32.91343435,-85.96246743466183,367,,America/Chicago,ALX,US,Alexander City,Alabama,Tallapoosa County,AP
ALZ,,Alitak SPB,56.895832,-154.24583,0,,America/Anchorage,ALZ,US,,,,AP
AMA,KAMA,Rick Husband Amarillo International Airport,35.219594150000006,-101.70183038894899,3605,http://airport.amarillo.gov/,America/Chicago,AMA,US,,,,AP
AMK,,Animas Airpark,37.15,-107.75,6637,http://www.websmart66.net/cgi-bin/p/w66p-airportinfo.cgi?d=greggs-flying-service,America/Denver,DRO,US,,,,AP
AMN,KAMN,Gratiot Community,43.38333,-84.65,751,http://www.ci.alma.mi.us/1/307/airport.asp,America/Detroit,AMN,US,Alma,Michigan,Gratiot County,AP
AMW,KAMW,Ames,41.9903107,-93.62215445364684,908,,America/Chicago,AMW,US,Ames,Iowa,Story County,AP
ANA,HKOM,John Wayne International,33.816666,-117.933334,121,,America/Los_Angeles,ANA,US,Anaheim,California,Orange County,AP
ANB,KANB,Anniston Metropolitan,33.59028,-85.855835,626,,America/Chicago,ANB,US,Oxford,Alabama,Calhoun County,AP
ANC,PANC,Ted Stevens Anchorage International Airport,61.18103525,-149.99789189730433,62,,America/Anchorage,ANC,US,,,,AP
AND,KAND,Anderson,34.49361,-82.71,728,,America/New_York,AND,US,Centerville,South Carolina,Anderson County,AP
ANI,PANI,Aniak Airport,61.5813889,-159.5427778,49,,America/Anchorage,ANI,US,,,,AP
ANN,PANT,Annette Island,55.0415764,-131.5646264739308,78,,America/Metlakatla,ANN,US,,,,AP
ANP,KANP,Lee,38.983334,-76.5,29,,America/New_York,ANP,US,Annapolis,Maryland,Anne Arundel County,AP
ANQ,KANQ,Tri-State Steuben County,41.63333,-85.0,1053,,America/Indiana/Indianapolis,ANQ,US,Angola,Indiana,Steuben County,AP
ANV,PANV,Anvik Airport,62.6451092,-160.1932999,265,,America/Anchorage,ANV,US,,,,AP
ANW,KANW,Ainsworth,42.55,-99.86667,2513,,America/Chicago,ANW,US,Ainsworth,Nebraska,Brown County,AP
ANY,KANY,Anthony,37.15,-98.03333,1335,,America/Chicago,ANY,US,Anthony,Kansas,Harper County,AP
AOH,KAOH,Allen County,40.766666,-84.1,879,,America/New_York,AOH,US,Lima,Ohio,Allen County,AP
AOO,KAOO,Altoona Airport,40.29686675,-78.32117438468744,1469,,America/New_York,AOO,US,Martinsburg,Pennsylvania,Blair County,AP
AOS,AK81,Amook,57.4705133,-153.8166725,9,,America/Anchorage,AOS,US,,,,AP
APA,KAPA,Centennial Airport,39.733334,-104.98333,5285,,America/Denver,DEN,US,,,,AP
APC,KAPC,Napa County,38.216488,-122.27657132954653,32,http://www.napacountyairport.org/,America/Los_Angeles,APC,US,American Canyon,California,Napa County,AP
APF,KAPF,Naples Municipal Airport,26.1523225,-81.773941382464,29,,America/New_York,APF,US,Naples,Florida,Collier County,AP
APG,KAPG,Phillips AAF,39.5,-76.166664,72,,America/New_York,APG,US,Aberdeen,Maryland,Harford County,AP
APH,KAPH,Camp A P Hill,38.05,-77.35,173,,America/New_York,APH,US,Bowling Green,Virginia,Caroline County,AP
APN,KAPN,Alpena County Regional Airport,45.07017615,-83.5665547651746,708,,America/Detroit,APN,US,Alpena,Michigan,Alpena County,AP
APT,KAPT,Marion County,35.066666,-85.5,1637,,America/Chicago,APT,US,Powells Crossroads,Tennessee,Marion County,AP
APV,KAPV,Apple Valley,34.52639,-117.212776,2910,,America/Los_Angeles,APV,US,Apple Valley,California,San Bernardino County,AP
AQY,,Alyeska,60.9659745,-149.1234394,118,,America/Anchorage,AQY,US,,,,AP
ARA,KARA,Acadiana Regional,30.033018249999998,-91.88190742881199,26,http://www.flyiberiaparish.com/,America/Chicago,ARA,US,Cade,Louisiana,Saint Martin Parish,AP
ARB,KARB,Municipal,42.3,-83.75,905,,America/Detroit,ARB,US,Ann Arbor,Michigan,Washtenaw County,AP
ARC,PARC,Arctic Village,68.1156573,-145.575639,2303,,America/Anchorage,ARC,US,,,,AP
ARG,KARG,Walnut Ridge,36.066666,-90.95,249,http://walnutridgeairport.com/,America/Chicago,ARG,US,Walnut Ridge,Arkansas,Lawrence County,AP
ART,KART,Watertown Airport,43.990833,-76.021385,275,,America/New_York,ART,US,Dexter,New York,Jefferson County,AP
ARV,KARV,Noble F. Lee,45.924168,-89.73222,1614,,America/Chicago,ARV,US,Lac du Flambeau,Wisconsin,Vilas County,AP
ARX,SBAC,Asbury Park,40.216667,-74.1,88,,America/New_York,ARX,US,Shark River Hills,New Jersey,Monmouth County,AP
ASE,KASE,Aspen Airport,39.219685,-106.864685,7762,http://aspenairport.com/,America/Denver,ASE,US,Aspen,Colorado,Pitkin County,AP
ASH,KASH,Boire Field,42.78259315,-71.51763052967607,160,,America/New_York,ASH,US,Nashua,New Hampshire,Hillsborough County,AP
ASL,KASL,Harrison County,32.55,-94.38333,469,,America/Chicago,ASL,US,Marshall,Texas,Harrison County,AP
ASN,KASN,Talladega,33.433334,-86.1,557,,America/Chicago,ASN,US,Talladega,Alabama,Talladega County,AP
ASQ,KTMT,Austin,39.4664739,-117.19708239162144,5734,,America/Los_Angeles,ASQ,US,,,,AP
AST,KAST,Astoria,46.15642245,-123.8830099988317,16,,America/Los_Angeles,AST,US,Warrenton,Oregon,Clatsop County,AP
ASX,KASX,Ashland,46.55,-90.916664,793,,America/Chicago,ASX,US,Ashland,Wisconsin,Ashland County,AP
ASY,KASY,Ashley,46.033333,-99.36667,1984,,America/Chicago,ASY,US,Ashley,North Dakota,McIntosh County,AP
ATE,80F,Antlers,34.233334,-95.61667,538,,America/Chicago,ATE,US,Antlers,Oklahoma,Pushmataha County,AP
ATK,PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,70.5,-157.33333,111,,America/Anchorage,ATK,US,,,,AP
ATL,KATL,Hartsfield-Jackson Atlanta International Airport,33.63779875,-84.42927118585675,1049,http://www.atlanta-airport.com/,America/New_York,ATL,US,,,,AP
ATO,KUNI,Ohio University,39.333332,-82.1,721,,America/New_York,ATO,US,Athens,Ohio,Athens County,AP
ATS,KATS,Artesia,32.8525152,-104.46641082535339,3520,,America/Denver,ATS,US,Artesia,New Mexico,Eddy County,AP
ATT,,Atmautluak Airport,60.8631043,-162.2734311,39,,America/Nome,ATT,US,,,,AP
ATU,PAAT,Casco Cove,52.825832,173.17278,36,,America/Adak,ATU,US,,,,AP
ATW,KATW,Outagamie County Regional Airport,44.25659495,-88.52169598755702,859,http://atwairport.com/,America/Chicago,ATW,US,Menasha,Wisconsin,Winnebago County,AP
ATY,KATY,Watertown Airport,44.912617499999996,-97.14845996679145,1722,,America/Chicago,ATY,US,Watertown,South Dakota,Codington County,AP
AUG,KAUG,Augusta Airport,44.318054,-69.79667,314,,America/New_York,AUG,US,Augusta,Maine,Kennebec County,AP
AUK,PAUK,Alakanuk Airport,62.689167,-164.61084,0,,America/Nome,AUK,US,,,,AP
AUM,KAUM,Austin,43.666668,-92.98333,1236,,America/Chicago,AUM,US,Austin,Minnesota,Mower County,AP
AUN,KAUN,Auburn,38.9,-121.066666,1338,,America/Los_Angeles,AUN,US,Auburn,California,Placer County,AP
AUO,KAUO,Auburn-Opelika,32.63333,-85.5,636,,America/Chicago,AUO,US,Auburn,Alabama,Lee County,AP
AUS,KAUS,Austin-Bergstrom International Airport,30.19348925,-97.66500963529677,505,http://www.ci.austin.tx.us/austinairport/,America/Chicago,AUS,US,Hornsby Bend,Texas,Travis County,AP
AUW,KAUW,Municipal,44.923332,-89.623055,1184,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,America/Chicago,AUW,US,Schofield,Wisconsin,Marathon County,AP
AUZ,KARR,Municipal Airport,41.75,-88.316666,702,,America/Chicago,AUZ,US,Aurora,Illinois,Kane County,AP
AVL,KAVL,Asheville Regional Airport,35.4364233,-82.54088095049624,2119,,America/New_York,AVL,US,Fletcher,North Carolina,Henderson County,AP
AVO,KAVO,Municipal,27.6,-81.51667,232,,America/New_York,AVO,US,Avon Park,Florida,Highlands County,AP
AVP,KAVP,Wilkes-Barre/Scranton International Airport,41.33709205,-75.72257122928625,921,http://www.flyavp.com/,America/New_York,AVP,US,Avoca,Pennsylvania,Luzerne County,AP
AVW,KAVQ,Avra Valley,32.4113732,-111.21748791631757,2004,,America/Phoenix,TUS,US,Marana,Arizona,Pima County,AP
AVX,KAVX,Avalon Bay,33.341667,-118.31528,0,http://www.catalinaconservancy.org/index.php?s=visit&p=pilot_information,America/Los_Angeles,AVX,US,,,,AP
AWM,KAWM,Municipal,35.13333,-90.183334,193,,America/Chicago,AWM,US,West Memphis,Arkansas,Crittenden County,AP
AXB,89NY,Alexandria Bay,44.2525,-75.90139,423,http://www.maxsonairfield.com/,America/New_York,AXB,US,Alexandria Bay,New York,Jefferson County,AP
AXG,KAXA,Algona,43.0778426,-94.2714143,1141,,America/Chicago,AXG,US,Algona,Iowa,Kossuth County,AP
AXN,KAXN,Alexandria,45.86722,-95.394165,1423,,America/Chicago,AXN,US,Alexandria,Minnesota,Douglas County,AP
AXS,KAXS,Altus/Quartz Mountain Regional Airport,34.69881,-99.33847,1420,,America/Chicago,LTS,US,,,,AP
AXV,KAXV,Neil Armstrong,40.566666,-84.2,895,,America/New_York,AXV,US,Wapakoneta,Ohio,Auglaize County,AP
AXX,KAXX,Angel Fire,36.4202498,-105.2910646,8362,,America/Denver,AXX,US,Angel Fire,New Mexico,Colfax County,AP
AYE,,AAF Heliport,42.55,-71.6,269,,America/New_York,AYE,US,Ayer,Massachusetts,Middlesex County,AP
AYS,KAYS,Ware County,31.24847785,-82.39377481016464,177,,America/New_York,AYS,US,Deenwood,Georgia,Ware County,AP
AYZ,,Zahns,40.666668,-73.416664,26,,America/New_York,AYZ,US,Amityville,New York,Suffolk County,AP
AZA,KIWA,Phoenix-Mesa Gateway Airport,33.30591455,-111.6526441150196,1309,http://www.flywga.org/,America/Phoenix,PHX,US,Queen Creek,Arizona,Maricopa County,AP
AZO,KAZO,Kalamazoo Battle Creek International Airport,42.2307865,-85.5510419237961,803,,America/Detroit,AZO,US,Portage,Michigan,Kalamazoo County,AP
BAB,KBAB,Beale AFB,39.15,-121.583336,85,,America/Los_Angeles,MYV,US,Marysville,California,Yuba County,AP
BAD,KBAD,Barksdale AFB,32.5,-93.666664,170,,America/Chicago,SHV,US,Bossier City,Louisiana,Bossier Parish,AP
BAF,KBAF,Barnes,42.13333,-72.75,206,,America/New_York,BAF,US,Westfield,Massachusetts,Hampden County,AP
BAM,KBAM,Lander County,40.63333,-116.933334,4494,http://www.battlemountainairport.com/default.htm,America/Los_Angeles,BAM,US,Battle Mountain,Nevada,Lander County,AP
BAR,ZJQH,Baker AAF,55.333332,-133.6,954,,America/Sitka,BAR,US,,,,AP
BBB,KBBB,Benson Municipal Airport,45.331944,-95.650556,1026,,America/Chicago,BBB,US,Benson,Minnesota,Swift County,AP
BBC,KBYY,Bay City,28.983334,-95.96667,72,http://www.flybaycity.com/,America/Chicago,BBC,US,Bay City,Texas,Matagorda County,AP
BBD,KBBD,Curtis Field,31.133333,-99.333336,1686,,America/Chicago,BBD,US,Brady,Texas,McCulloch County,AP
BBF,,Burlington,42.5,-71.183334,154,,America/New_York,BBF,US,Burlington,Massachusetts,Middlesex County,AP
BBW,KBBW,Broken Bow,41.4,-99.63333,2463,,America/Chicago,BBW,US,Broken Bow,Nebraska,Custer County,AP
BBX,KLOM,Wings Field,40.136665,-75.2675,301,,America/New_York,BBX,US,Blue Bell,Pennsylvania,Montgomery County,AP
BCB,KBCB,Virginia Tech,37.20921745,-80.41201041579389,2076,http://www.vtbcb.com/index.php,America/New_York,BCB,US,Blacksburg,Virginia,Montgomery County,AP
BCC,Z48,Bear Creek,63.571667,-156.144167,623,,America/Anchorage,BCC,US,Red Lodge,Montana,Carbon County,AP
BCE,KBCE,Bryce,37.707521650000004,-112.15013994170272,7582,http://www.brycecanyonairport.com/,America/Denver,BCE,US,,,,AP
BCJ,,Baca Grande,39.0,-106.0,9258,,America/Denver,BCJ,US,Buena Vista,Colorado,Chaffee County,AP
BCS,65LA,Southern Seaplane,29.966667,-90.0,22,http://southernseaplane.com/cms/?page_id=460,America/Chicago,BCS,US,,,,AP
BCT,KBCT,Public,26.35,-80.083336,52,,America/New_York,BCT,US,Boca Raton,Florida,Palm Beach County,AP
BDE,KBDE,Baudette,48.7232658,-94.6044845,1056,,America/Chicago,BDE,US,,,,AP
BDF,3IS8,Rinkenberger,41.183334,-89.65,787,,America/Chicago,BDF,US,Wyoming,Illinois,Stark County,AP
BDG,KBDG,Blanding,37.581466,-109.480294,5816,,America/Denver,BDG,US,Blanding,Utah,San Juan County,AP
BDL,KBDL,Bradley International Airport,41.9405835,-72.68501994264602,173,http://www.bradleyairport.com/,America/New_York,BDL,US,Windsor Locks,Connecticut,Hartford County,AP
BDR,KBDR,Igor I. Sikorsky Memorial,41.16271485,-73.12617523031957,22,,America/New_York,BDR,US,,,,AP
BDX,00F,Broadus,45.466667,-105.36667,3077,,America/Denver,BDX,US,Broadus,Montana,Powder River County,AP
BDY,S05,State,43.11667,-124.416664,52,,America/Los_Angeles,BDY,US,Bandon,Oregon,Coos County,AP
BEC,KBEC,Beech,37.683334,-97.333336,1295,,America/Chicago,ICT,US,,,,AP
BED,KBED,Hanscom Field,42.46795055,-71.28436913584784,88,http://www.massport.com/hansc/,America/New_York,BED,US,Bedford,Massachusetts,Middlesex County,AP
BEH,KBEH,Ross Field,42.127777,-86.42833,606,http://www.swmiairport.com/1201.html,America/Detroit,BEH,US,Benton Heights,Michigan,Berrien County,AP
BET,PABE,Bethel Airport,60.78043015,-161.84026194740966,111,,America/Anchorage,BET,US,,,,AP
BFB,,Blue Fox Bay,58.183334,-152.13333,262,,America/Anchorage,BFB,US,,,,AP
BFD,KBFD,Bradford Airport,41.802223,-78.63944,2125,,America/New_York,BFD,US,Bradford,Pennsylvania,McKean County,AP
BFF,KBFF,Western Nebraska Regional Airport,41.87685875,-103.59491845572903,3959,,America/Denver,BFF,US,Terrytown,Nebraska,Scotts Bluff County,AP
BFG,KU07,Bullfrog Basin,37.5458239,-110.713199,4150,,America/Denver,BFG,US,,,,AP
BFI,KBFI,Boeing Field International Airport,47.5371,-122.3037,36,,America/Los_Angeles,SEA,US,Boulevard Park,Washington,King County,AP
BFK,KBKF,Buffalo Municipal Airport,39.733334,-104.86667,5390,,America/Denver,DEN,US,Aurora,Colorado,Adams County,AP
BFL,KBFL,Meadows Field Airport,35.4372678,-119.05922366074273,479,,America/Los_Angeles,BFL,US,Oildale,California,Kern County,AP
BFM,KBFM,Mobile Downtown Airport,30.683332,-88.23333,200,,America/Chicago,MOB,US,,,,AP
BFP,KBVI,Beaver Falls,40.766666,-80.4,1187,,America/New_York,BFP,US,West Mayfield,Pennsylvania,Beaver County,AP
BFR,KBFR,Virgil I Grissom Municipalcipal,38.86667,-86.48333,669,,America/Indiana/Indianapolis,BFR,US,Bedford,Indiana,Lawrence County,AP
BFT,KARW,County,32.41083,-80.635,32,,America/New_York,BFT,US,Beaufort,South Carolina,Beaufort County,AP
BGD,KBGD,Borger,35.6887659,-101.394019,3034,http://www.hutchinsoncountyairport.com/,America/Chicago,BGD,US,Borger,Texas,Hutchinson County,AP
BGE,KBGE,Decatur County,30.916668,-84.583336,78,http://bainbridgega.com/chamber/airport.shtml,America/New_York,BGE,US,Bainbridge,Georgia,Decatur County,AP
BGM,KBGM,Greater Binghamton Airport,42.2106484,-75.9815509339948,1587,http://binghamtonairport.com/,America/New_York,BGM,US,Johnson City,New York,Broome County,AP
BGQ,PAGQ,Big Lake,61.5352778,-149.8119444,144,,America/Anchorage,BGQ,US,,Alaska,,AP
BGR,KBGR,Bangor International Airport,44.8072619,-68.81941486105113,131,http://www.flybangor.com ,America/New_York,BGR,US,Bangor,Maine,Penobscot County,AP
BGS,,Webb AFB,32.385555,-101.48333,2618,,America/Chicago,HCA,US,,,,AP
BGT,E51,Bagdad,34.5932537,-113.1728287,4156,,America/Phoenix,BGT,US,Bagdad,Arizona,Yavapai County,AP
BHB,KBHB,Bar Harbor Airport,44.44889,-68.361664,65,,America/New_York,BHB,US,Trenton,Maine,Hancock County,AP
BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5635078,-86.75154126864663,603,http://www.flybirmingham.com/,America/Chicago,BHM,US,Tarrant,Alabama,Jefferson County,AP
BID,KBID,Block Island,41.168239549999996,-71.5774515679899,95,http://www.blockislandri.net/blockislandairport.htm,America/New_York,BID,US,Charlestown,Rhode Island,Washington County,AP
BIE,KBIE,Beatrice,40.2996235,-96.74932562315121,1312,http://beatriceairport.com/,America/Chicago,BIE,US,Beatrice,Nebraska,Gage County,AP
BIF,KBIF,Biggs AAF,31.75,-106.48333,3733,https://www.bliss.army.mil/biggs/,America/Denver,ELP,US,El Paso,Texas,El Paso County,AP
BIG,PABI,Intermediate Field,64.06778,-145.73277,1138,,America/Anchorage,BIG,US,,,,AP
BIH,KBIH,Bishop,37.373333,-118.365,4087,http://www.inyocounty.us/Airport/index.html,America/Los_Angeles,BIH,US,Bishop,California,Inyo County,AP
BIL,KBIL,Billings Logan International Airport,45.809234849999996,-108.54767517885944,3569,,America/Denver,BIL,US,Billings,Montana,Yellowstone County,AP
BIS,KBIS,Bismarck Airport,46.7732585,-100.74716366621541,1607,http://bismarckairport.com/,America/Chicago,BIS,US,Bismarck,North Dakota,Burleigh County,AP
BIX,KBIX,Keesler AFB,30.4094294,-88.91886496725886,39,,America/Chicago,BIX,US,Biloxi,Mississippi,Harrison County,AP
BJC,KBJC,Jeffco,39.9121533,-105.1071572,5603,,America/Denver,BJC,US,Broomfield,Colorado,Broomfield County,AP
BJI,KBJI,Bemidji Airport,47.5101068,-94.92982434625608,1407,http://www.bemidjiairport.org/,America/Chicago,BJI,US,Bemidji,Minnesota,Beltrami County,AP
BJJ,KBJJ,Wayne County,40.8,-81.933334,935,http://www.woosterwaynecountyairport.com/,America/New_York,BJJ,US,Wooster,Ohio,Wayne County,AP
BKC,PABL,Buckland Airport,65.9815616,-161.1492319,26,,America/Anchorage,BKC,US,,,,AP
BKD,KBKD,Stephens County,32.7183179,-98.8921334,1279,,America/Chicago,BKD,US,Breckenridge,Texas,Stephens County,AP
BKE,KBKE,Baker,44.838333,-117.81,3353,http://www.bakeraircraft.com/,America/Los_Angeles,BKE,US,Baker City,Oregon,Baker County,AP
BKF,5Z9,Lake Brooks SPB,58.6,-156.23334,29,,America/Anchorage,BKF,US,,,,AP
BKG,KBBG,Branson,36.527800049999996,-93.19781657947979,1328,http://flybranson.com/,America/Chicago,BKG,US,Hollister,Missouri,Taney County,AP
BKH,PHBK,Barking Sands PMRF,21.966667,-159.71666,0,,Pacific/Honolulu,BKH,US,,,,AP
BKL,KBKL,Burke Lakefront Airport,41.518816900000004,-81.68113241152425,580,http://www.clevelandairport.com/site/470/default.aspx,America/New_York,CLE,US,Cleveland,Ohio,Cuyahoga County,AP
BKT,KBKT,Blackstone AAF,37.066666,-78.0,433,,America/New_York,BKT,US,Blackstone,Virginia,Nottoway County,AP
BKW,KBKW,Beckley Airport,37.7945921,-81.12226647165667,2440,,America/New_York,BKW,US,Daniels,West Virginia,Raleigh County,AP
BKX,KBKX,Brookings,44.303333,-96.81111,1601,,America/Chicago,BKX,US,Brookings,South Dakota,Brookings County,AP
BLD,KBVU,Boulder City,35.983334,-114.833336,2434,,America/Los_Angeles,LAS,US,Boulder City,Nevada,Clark County,AP
BLF,KBLF,Princeton,37.295834,-81.20805,2877,,America/New_York,BLF,US,Bluefield,West Virginia,Mercer County,AP
BLH,KBLH,Blythe,33.6206368,-114.71910408120428,387,,America/Los_Angeles,BLH,US,Mesa Verde,California,Riverside County,AP
